user_id,timestamp,stage,attempt_number,time_on_stage_seconds,page_scroll_depth,device_type,hour_of_day,is_weekday,referral_source
U00013,2025-07-24 19:49:15,fd_view,1,14,90.8,desktop,19,1,social_media
U00014,2025-07-05 05:53:00,landing,1,5,16.6,desktop,5,0,social_media
U00014,2025-07-05 05:53:26,fd_view,1,25,87.8,desktop,5,0,social_media
U00014,2025-07-05 05:53:40,details,1,48,93.5,desktop,5,0,social_media
U00014,2025-07-09 07:53:00,landing,2,54,26.4,desktop,7,1,social_media
U00014,2025-07-09 07:53:28,fd_view,2,11,62.1,desktop,7,1,social_media
U00014,2025-07-11 04:53:00,landing,3,53,51.3,desktop,4,1,social_media
U00014,2025-07-11 04:53:09,fd_view,3,24,30.6,desktop,4,1,social_media
U00015,2025-07-06 19:08:00,landing,1,22,39.6,mobile,19,0,google_ads
U00015,2025-07-06 19:08:21,fd_view,1,14,16.2,mobile,19,0,google_ads
U00015,2025-07-06 19:08:23,details,1,55,31.6,mobile,19,0,google_ads
U00015,2025-07-06 19:08:56,kyc,1,30,43.4,mobile,19,0,google_ads
U00015,2025-07-06 19:09:12,deposit,1,120,67.6,mobile,19,0,google_ads
U00015,2025-07-07 21:08:00,landing,2,16,55.3,tablet,21,1,google_ads
U00015,2025-07-07 21:08:09,fd_view,2,40,82.7,mobile,21,1,google_ads
U00015,2025-07-10 22:08:00,landing,3,5,59.4,mobile,22,1,google_ads
U00015,2025-07-10 22:08:07,fd_view,3,3,80.4,mobile,22,1,google_ads
U00015,2025-07-10 22:08:45,details,3,279,65.8,mobile,22,1,google_ads
U00016,2025-07-12 00:48:00,landing,1,5,26.6,mobile,0,0,google_ads
U00016,2025-07-12 00:48:28,fd_view,1,15,36.1,mobile,0,0,google_ads
U00016,2025-07-12 00:48:40,details,1,23,28.6,mobile,0,0,google_ads
U00016,2025-07-13 01:48:00,landing,2,44,57.2,mobile,1,0,google_ads
U00016,2025-07-13 01:48:22,fd_view,2,41,40.0,mobile,1,0,google_ads
U00016,2025-07-13 01:48:22,details,2,14,65.9,mobile,1,0,google_ads
U00017,2025-07-11 22:18:00,landing,1,5,14.9,desktop,22,1,direct
U00018,2025-07-17 05:23:00,landing,1,5,77.2,desktop,5,1,direct
U00018,2025-07-17 05:23:20,fd_view,1,153,86.5,desktop,5,1,direct
U00019,2025-07-24 20:35:00,landing,1,5,31.4,tablet,20,1,google_ads
U00019,2025-07-24 20:35:29,fd_view,1,3,28.8,tablet,20,1,google_ads
U00019,2025-07-24 20:35:43,details,1,127,57.6,tablet,20,1,google_ads
U00019,2025-07-24 20:35:32,kyc,1,205,57.6,tablet,20,1,google_ads
U00020,2025-07-24 04:06:00,landing,1,64,23.9,mobile,4,1,social_media
U00021,2025-07-17 06:59:00,landing,1,65,22.8,mobile,6,1,google_ads
U00021,2025-07-17 06:59:20,fd_view,1,26,51.3,mobile,6,1,google_ads
U00021,2025-07-17 06:59:33,details,1,116,76.2,mobile,6,1,google_ads
U00021,2025-07-17 06:59:57,kyc,1,211,92.6,mobile,6,1,google_ads
U00021,2025-07-17 06:59:59,deposit,1,3,86.5,mobile,6,1,google_ads
U00022,2025-07-07 21:13:00,landing,1,14,59.4,mobile,21,1,google_ads
U00022,2025-07-07 21:13:11,fd_view,1,62,27.9,mobile,21,1,google_ads
U00022,2025-07-07 21:13:41,details,1,13,78.6,mobile,21,1,google_ads
U00022,2025-07-07 21:14:07,kyc,1,110,76.9,mobile,21,1,google_ads
U00022,2025-07-08 21:13:00,landing,2,63,26.4,mobile,21,1,google_ads
U00022,2025-07-08 21:13:21,fd_view,2,3,78.4,mobile,21,1,google_ads
U00022,2025-07-08 21:13:21,details,2,100,38.7,mobile,21,1,google_ads
U00022,2025-07-15 20:13:00,landing,3,5,29.6,mobile,20,1,google_ads
U00022,2025-07-15 20:13:12,fd_view,3,3,41.9,tablet,20,1,google_ads
U00022,2025-07-15 20:13:20,details,3,166,68.3,tablet,20,1,google_ads
U00023,2025-07-22 02:53:00,landing,1,17,57.1,desktop,2,1,organic
U00023,2025-07-22 02:53:17,fd_view,1,25,41.0,desktop,2,1,organic
U00023,2025-07-22 02:53:29,details,1,23,39.3,desktop,2,1,organic
U00023,2025-07-22 02:53:47,kyc,1,224,28.4,desktop,2,1,organic
U00023,2025-07-22 02:54:23,deposit,1,8,73.3,desktop,2,1,organic
U00023,2025-07-26 02:53:00,landing,2,15,41.9,desktop,2,0,organic
U00023,2025-07-26 02:53:10,fd_view,2,10,58.2,desktop,2,0,organic
U00023,2025-07-26 02:53:33,details,2,381,59.8,desktop,2,0,organic
U00023,2025-07-24 04:53:00,landing,3,101,42.0,mobile,4,1,organic
U00024,2025-07-11 19:14:00,landing,1,12,49.3,mobile,19,1,google_ads
U00024,2025-07-11 19:14:28,fd_view,1,51,40.3,mobile,19,1,google_ads
U00024,2025-07-11 19:14:35,details,1,3,82.3,mobile,19,1,google_ads
U00024,2025-07-11 19:14:34,kyc,1,274,42.3,mobile,19,1,google_ads
U00024,2025-07-11 19:15:31,deposit,1,107,90.0,mobile,19,1,google_ads
U00024,2025-07-12 20:14:00,landing,2,17,63.0,mobile,20,0,google_ads
U00024,2025-07-12 20:14:17,fd_view,2,49,81.3,mobile,20,0,google_ads
U00024,2025-07-12 20:14:35,details,2,70,78.1,mobile,20,0,google_ads
U00025,2025-07-27 06:00:00,landing,1,12,71.9,mobile,6,0,partner_referral
U00025,2025-07-27 06:00:27,fd_view,1,34,43.4,mobile,6,0,partner_referral
U00025,2025-07-27 06:00:41,details,1,3,61.9,mobile,6,0,partner_referral
U00025,2025-07-30 08:00:00,landing,2,11,27.0,mobile,8,1,partner_referral
U00025,2025-07-30 08:00:09,fd_view,2,11,26.0,mobile,8,1,partner_referral
U00025,2025-07-30 08:00:27,details,2,57,80.5,mobile,8,1,partner_referral
U00025,2025-07-29 08:00:00,landing,3,5,33.3,mobile,8,1,partner_referral
U00025,2025-07-29 08:00:25,fd_view,3,11,43.2,mobile,8,1,partner_referral
U00025,2025-07-29 08:00:43,details,3,33,93.0,mobile,8,1,partner_referral
U00026,2025-07-11 00:43:00,landing,1,75,69.1,tablet,0,1,organic
U00026,2025-07-14 00:43:00,landing,2,5,57.5,tablet,0,1,organic
U00027,2025-07-22 23:21:00,landing,1,99,51.3,mobile,23,1,google_ads
U00027,2025-07-22 23:21:22,fd_view,1,46,74.8,mobile,23,1,google_ads
U00027,2025-07-23 22:21:00,landing,2,12,24.9,mobile,22,1,google_ads
U00027,2025-07-28 22:21:00,landing,3,11,53.9,tablet,22,1,google_ads
U00027,2025-07-28 22:21:22,fd_view,3,84,62.5,mobile,22,1,google_ads
U00027,2025-07-28 22:21:33,details,3,12,54.8,mobile,22,1,google_ads
U00027,2025-07-28 22:22:11,kyc,3,54,95.0,mobile,22,1,google_ads
U00027,2025-07-28 22:22:09,deposit,3,42,45.9,mobile,22,1,google_ads
U00028,2025-07-20 19:58:00,landing,1,26,27.8,desktop,19,0,social_media
U00028,2025-07-20 19:58:25,fd_view,1,8,43.0,desktop,19,0,social_media
U00028,2025-07-20 19:58:28,details,1,56,27.1,desktop,19,0,social_media
U00028,2025-07-20 19:58:55,kyc,1,45,79.7,desktop,19,0,social_media
U00029,2025-07-24 06:16:00,landing,1,37,30.8,mobile,6,1,social_media
U00029,2025-07-24 06:16:13,fd_view,1,19,81.0,mobile,6,1,social_media
U00029,2025-07-24 06:16:38,details,1,6,78.7,mobile,6,1,social_media
U00029,2025-07-24 06:16:31,kyc,1,8,24.2,mobile,6,1,social_media
U00030,2025-07-31 01:51:00,landing,1,64,26.9,desktop,1,1,partner_referral
U00030,2025-07-31 01:51:27,fd_view,1,24,47.3,desktop,1,1,partner_referral
U00030,2025-07-31 01:51:55,details,1,27,91.6,desktop,1,1,partner_referral
U00031,2025-07-14 21:53:00,landing,1,45,37.5,desktop,21,1,direct
U00031,2025-07-14 21:53:08,fd_view,1,14,95.7,desktop,21,1,direct
U00031,2025-07-14 21:53:33,details,1,51,12.5,desktop,21,1,direct
U00031,2025-07-14 21:53:31,kyc,1,58,50.2,desktop,21,1,direct
U00031,2025-07-14 21:53:56,deposit,1,119,74.2,desktop,21,1,direct
U00032,2025-07-13 00:12:00,landing,1,10,32.7,tablet,0,0,organic
U00032,2025-07-13 00:12:10,fd_view,1,51,81.7,tablet,0,0,organic
U00032,2025-07-15 01:12:00,landing,2,5,65.0,mobile,1,1,organic
U00032,2025-07-15 01:12:21,fd_view,2,47,42.1,tablet,1,1,organic
U00033,2025-07-06 22:55:00,landing,1,5,12.0,tablet,22,0,partner_referral
U00033,2025-07-06 22:55:15,fd_view,1,3,35.9,tablet,22,0,partner_referral
U00033,2025-07-07 22:55:00,landing,2,28,11.2,tablet,22,1,partner_referral
U00034,2025-07-11 19:01:00,landing,1,5,44.5,mobile,19,1,social_media
U00034,2025-07-11 19:01:12,fd_view,1,21,62.9,mobile,19,1,social_media
U00035,2025-07-11 20:06:00,landing,1,5,45.1,mobile,20,1,partner_referral
U00035,2025-07-11 20:06:27,fd_view,1,33,48.0,mobile,20,1,partner_referral
U00035,2025-07-11 20:06:44,details,1,29,35.0,mobile,20,1,partner_referral
U00036,2025-07-30 20:03:00,landing,1,10,65.4,mobile,20,1,google_ads
U00036,2025-07-30 20:03:19,fd_view,1,23,58.6,mobile,20,1,google_ads
U00036,2025-07-30 20:03:25,details,1,18,72.3,mobile,20,1,google_ads
U00036,2025-08-01 18:03:00,landing,2,58,19.5,mobile,18,1,google_ads
U00036,2025-08-01 18:03:21,fd_view,2,6,56.6,desktop,18,1,google_ads
U00036,2025-08-01 18:03:37,details,2,111,29.8,mobile,18,1,google_ads
U00036,2025-08-01 18:04:08,kyc,2,38,51.4,mobile,18,1,google_ads
U00036,2025-08-01 18:04:14,deposit,2,3,82.3,mobile,18,1,google_ads
U00037,2025-07-01 19:32:00,landing,1,9,47.7,desktop,19,1,organic
U00037,2025-07-01 19:32:11,fd_view,1,16,79.2,desktop,19,1,organic
U00037,2025-07-01 19:32:36,details,1,272,26.8,desktop,19,1,organic
U00037,2025-07-01 19:32:38,kyc,1,39,26.5,desktop,19,1,organic
U00037,2025-07-01 19:33:21,deposit,1,232,65.9,desktop,19,1,organic
U00038,2025-07-05 05:53:00,landing,1,13,34.1,desktop,5,0,direct
U00038,2025-07-05 05:53:20,fd_view,1,27,76.0,desktop,5,0,direct
U00039,2025-07-04 23:43:00,landing,1,5,63.2,mobile,23,1,google_ads
U00039,2025-07-04 23:43:13,fd_view,1,87,47.3,mobile,23,1,google_ads
U00039,2025-07-04 23:43:37,details,1,402,42.8,mobile,23,1,google_ads
U00039,2025-07-04 23:43:47,kyc,1,8,52.7,mobile,23,1,google_ads
U00039,2025-07-07 00:43:00,landing,2,11,31.2,mobile,0,1,google_ads
U00039,2025-07-07 00:43:14,fd_view,2,12,85.9,tablet,0,1,google_ads
U00039,2025-07-08 22:43:00,landing,3,37,16.3,mobile,22,1,google_ads
U00040,2025-07-11 18:57:00,landing,1,16,36.9,desktop,18,1,direct
U00041,2025-07-11 00:35:00,landing,1,12,34.3,mobile,0,1,partner_referral
U00041,2025-07-11 00:35:05,fd_view,1,3,67.6,mobile,0,1,partner_referral
U00041,2025-07-13 23:35:00,landing,2,5,50.0,mobile,23,0,partner_referral
U00041,2025-07-13 23:35:13,fd_view,2,47,89.3,mobile,23,0,partner_referral
U00041,2025-07-13 23:35:27,details,2,249,69.8,mobile,23,0,partner_referral
U00041,2025-07-13 23:36:12,kyc,2,49,60.2,mobile,23,0,partner_referral
U00041,2025-07-16 23:35:00,landing,3,14,52.0,mobile,23,1,partner_referral
U00041,2025-07-16 23:35:29,fd_view,3,91,51.6,mobile,23,1,partner_referral
U00042,2025-07-14 17:33:00,landing,1,5,63.9,desktop,17,1,social_media
U00042,2025-07-14 17:33:05,fd_view,1,17,73.1,desktop,17,1,social_media
U00042,2025-07-14 17:33:34,details,1,3,29.7,desktop,17,1,social_media
U00042,2025-07-14 17:33:44,kyc,1,209,81.6,desktop,17,1,social_media
U00042,2025-07-14 17:33:50,deposit,1,14,80.2,desktop,17,1,social_media
U00042,2025-07-18 18:33:00,landing,2,9,26.0,desktop,18,1,social_media
U00042,2025-07-18 18:33:17,fd_view,2,17,73.4,tablet,18,1,social_media
U00042,2025-07-18 18:33:38,details,2,85,91.6,desktop,18,1,social_media
U00042,2025-07-18 18:33:50,kyc,2,93,84.4,desktop,18,1,social_media
U00042,2025-07-18 18:34:08,deposit,2,34,91.2,desktop,18,1,social_media
U00043,2025-07-29 06:00:00,landing,1,34,23.5,tablet,6,1,social_media
U00044,2025-07-22 04:43:00,landing,1,33,24.7,mobile,4,1,social_media
U00045,2025-07-03 06:41:00,landing,1,62,62.9,mobile,6,1,google_ads
U00045,2025-07-03 06:41:21,fd_view,1,21,63.8,mobile,6,1,google_ads
U00045,2025-07-03 06:41:37,details,1,6,40.5,mobile,6,1,google_ads
U00045,2025-07-03 06:41:52,kyc,1,185,76.4,mobile,6,1,google_ads
U00045,2025-07-03 06:42:06,deposit,1,3,19.0,mobile,6,1,google_ads
U00046,2025-07-14 21:16:00,landing,1,18,21.8,mobile,21,1,partner_referral
U00046,2025-07-14 21:16:26,fd_view,1,10,35.2,mobile,21,1,partner_referral
U00046,2025-07-14 21:16:26,details,1,107,14.8,mobile,21,1,partner_referral
U00046,2025-07-14 21:16:38,kyc,1,168,66.4,mobile,21,1,partner_referral
U00046,2025-07-14 21:17:23,deposit,1,98,40.7,mobile,21,1,partner_referral
U00047,2025-07-22 23:02:00,landing,1,51,57.2,desktop,23,1,social_media
U00047,2025-07-22 23:02:10,fd_view,1,21,54.0,desktop,23,1,social_media
U00047,2025-07-22 23:02:29,details,1,90,71.2,desktop,23,1,social_media
U00047,2025-07-22 23:02:40,kyc,1,112,86.3,desktop,23,1,social_media
U00048,2025-07-02 22:09:00,landing,1,19,62.9,mobile,22,1,google_ads
U00049,2025-07-24 05:56:00,landing,1,9,55.1,mobile,5,1,google_ads
U00049,2025-07-24 05:56:10,fd_view,1,45,18.2,mobile,5,1,google_ads
U00049,2025-07-24 05:56:33,details,1,50,39.7,mobile,5,1,google_ads
U00050,2025-07-24 05:27:00,landing,1,7,30.8,mobile,5,1,organic
U00050,2025-07-24 05:27:13,fd_view,1,3,79.8,mobile,5,1,organic
U00050,2025-07-24 05:27:40,details,1,367,91.3,mobile,5,1,organic
U00050,2025-07-24 05:28:01,kyc,1,142,56.4,mobile,5,1,organic
U00051,2025-07-22 20:08:00,landing,1,22,27.4,mobile,20,1,direct
U00051,2025-07-22 20:08:29,fd_view,1,49,58.9,mobile,20,1,direct
U00051,2025-07-24 20:08:00,landing,2,26,14.9,mobile,20,1,direct
U00051,2025-07-24 20:08:07,fd_view,2,12,82.8,mobile,20,1,direct
U00051,2025-07-24 20:08:45,details,2,55,52.6,mobile,20,1,direct
U00051,2025-07-28 18:08:00,landing,3,30,58.6,mobile,18,1,direct
U00051,2025-07-28 18:08:14,fd_view,3,17,62.4,mobile,18,1,direct
U00051,2025-07-28 18:08:27,details,3,3,72.7,mobile,18,1,direct
U00052,2025-07-22 05:19:00,landing,1,13,42.6,mobile,5,1,organic
U00053,2025-07-28 22:10:00,landing,1,8,33.7,desktop,22,1,partner_referral
U00053,2025-07-28 22:10:28,fd_view,1,10,45.8,desktop,22,1,partner_referral
U00053,2025-07-28 22:10:40,details,1,9,45.7,desktop,22,1,partner_referral
U00054,2025-07-08 07:26:00,landing,1,10,64.9,mobile,7,1,google_ads
U00054,2025-07-08 07:26:26,fd_view,1,8,59.0,mobile,7,1,google_ads
U00054,2025-07-08 07:26:47,details,1,108,54.6,mobile,7,1,google_ads
U00054,2025-07-08 07:26:42,kyc,1,130,30.8,mobile,7,1,google_ads
U00054,2025-07-08 07:26:47,deposit,1,27,66.3,mobile,7,1,google_ads
U00055,2025-07-04 22:09:00,landing,1,55,50.9,desktop,22,1,google_ads
U00055,2025-07-04 22:09:07,fd_view,1,8,59.4,desktop,22,1,google_ads
U00056,2025-07-10 18:48:00,landing,1,13,72.5,desktop,18,1,social_media
U00056,2025-07-10 18:48:12,fd_view,1,187,60.2,desktop,18,1,social_media
U00056,2025-07-10 18:48:34,details,1,74,75.4,desktop,18,1,social_media
U00056,2025-07-10 18:49:02,kyc,1,212,45.6,desktop,18,1,social_media
U00057,2025-07-07 17:58:00,landing,1,13,30.0,mobile,17,1,organic
U00057,2025-07-07 17:58:28,fd_view,1,23,54.9,mobile,17,1,organic
U00057,2025-07-07 17:58:41,details,1,13,59.7,mobile,17,1,organic
U00057,2025-07-07 17:58:34,kyc,1,27,40.1,mobile,17,1,organic
U00057,2025-07-07 17:59:04,deposit,1,6,71.3,mobile,17,1,organic
U00058,2025-07-14 08:09:00,landing,1,8,27.0,mobile,8,1,partner_referral
U00058,2025-07-14 08:09:10,fd_view,1,40,30.4,mobile,8,1,partner_referral
U00058,2025-07-14 08:09:36,details,1,102,58.8,mobile,8,1,partner_referral
U00059,2025-07-23 05:01:00,landing,1,31,31.7,desktop,5,1,social_media
U00059,2025-07-23 05:01:20,fd_view,1,10,80.6,desktop,5,1,social_media
U00059,2025-07-23 05:01:47,details,1,46,84.5,desktop,5,1,social_media
U00059,2025-07-23 05:02:02,kyc,1,244,34.4,desktop,5,1,social_media
U00060,2025-07-14 22:08:00,landing,1,69,49.7,tablet,22,1,social_media
U00061,2025-07-17 22:54:00,landing,1,6,36.6,mobile,22,1,organic
U00061,2025-07-17 22:54:18,fd_view,1,12,83.3,mobile,22,1,organic
U00062,2025-07-07 04:01:00,landing,1,41,19.1,mobile,4,1,direct
U00062,2025-07-09 04:01:00,landing,2,5,33.6,mobile,4,1,direct
U00062,2025-07-09 04:01:11,fd_view,2,3,77.6,tablet,4,1,direct
U00062,2025-07-09 04:01:17,details,2,75,61.7,mobile,4,1,direct
U00062,2025-07-09 04:01:49,kyc,2,23,81.3,mobile,4,1,direct
U00063,2025-07-24 05:50:00,landing,1,52,34.6,mobile,5,1,social_media
U00064,2025-07-10 22:08:00,landing,1,110,30.4,desktop,22,1,direct
U00064,2025-07-10 22:08:23,fd_view,1,105,61.2,desktop,22,1,direct
U00064,2025-07-10 22:08:39,details,1,30,83.7,desktop,22,1,direct
U00064,2025-07-10 22:08:43,kyc,1,180,92.3,desktop,22,1,direct
U00065,2025-07-03 23:47:00,landing,1,69,27.2,mobile,23,1,google_ads
U00065,2025-07-03 23:47:14,fd_view,1,9,50.1,mobile,23,1,google_ads
U00065,2025-07-03 23:47:25,details,1,30,77.0,mobile,23,1,google_ads
U00065,2025-07-06 00:47:00,landing,2,15,52.2,mobile,0,0,google_ads
U00065,2025-07-06 00:47:09,fd_view,2,118,75.5,mobile,0,0,google_ads
U00065,2025-07-05 23:47:00,landing,3,26,40.1,mobile,23,0,google_ads
U00065,2025-07-05 23:47:13,fd_view,3,3,92.2,mobile,23,0,google_ads
U00065,2025-07-05 23:47:33,details,3,141,93.1,mobile,23,0,google_ads
U00065,2025-07-05 23:47:38,kyc,3,5,45.6,mobile,23,0,google_ads
U00065,2025-07-05 23:48:02,deposit,3,7,59.1,mobile,23,0,google_ads
U00066,2025-07-26 04:07:00,landing,1,23,12.9,mobile,4,0,partner_referral
U00066,2025-07-26 04:07:07,fd_view,1,29,76.5,mobile,4,0,partner_referral
U00066,2025-07-28 03:07:00,landing,2,5,13.2,mobile,3,1,partner_referral
U00066,2025-07-28 03:07:26,fd_view,2,73,72.3,mobile,3,1,partner_referral
U00067,2025-07-27 05:20:00,landing,1,139,28.5,desktop,5,0,direct
U00067,2025-07-27 05:20:25,fd_view,1,54,51.4,desktop,5,0,direct
U00067,2025-07-27 05:20:20,details,1,187,36.4,desktop,5,0,direct
U00067,2025-07-27 05:20:48,kyc,1,28,36.4,desktop,5,0,direct
U00068,2025-07-06 20:39:00,landing,1,5,56.1,desktop,20,0,direct
U00068,2025-07-06 20:39:22,fd_view,1,9,46.2,desktop,20,0,direct
U00068,2025-07-06 20:39:56,details,1,3,61.0,desktop,20,0,direct
U00069,2025-07-30 19:48:00,landing,1,5,32.5,mobile,19,1,google_ads
U00069,2025-07-30 19:48:18,fd_view,1,11,59.7,mobile,19,1,google_ads
U00069,2025-07-30 19:48:34,details,1,3,93.1,mobile,19,1,google_ads
U00069,2025-07-30 19:48:58,kyc,1,51,12.9,mobile,19,1,google_ads
U00070,2025-07-18 22:51:00,landing,1,35,44.9,mobile,22,1,google_ads
U00070,2025-07-18 22:51:18,fd_view,1,64,54.6,mobile,22,1,google_ads
U00071,2025-07-21 17:10:00,landing,1,22,15.7,desktop,17,1,google_ads
U00071,2025-07-21 17:10:14,fd_view,1,5,21.4,desktop,17,1,google_ads
U00072,2025-07-04 23:42:00,landing,1,9,76.7,mobile,23,1,google_ads
U00072,2025-07-04 23:42:24,fd_view,1,127,38.7,mobile,23,1,google_ads
U00072,2025-07-04 23:42:39,details,1,190,80.6,mobile,23,1,google_ads
U00073,2025-07-13 18:10:00,landing,1,78,14.3,mobile,18,0,google_ads
U00073,2025-07-13 18:10:15,fd_view,1,18,58.1,mobile,18,0,google_ads
U00074,2025-07-26 05:04:00,landing,1,8,32.0,desktop,5,0,google_ads
U00074,2025-07-26 05:04:17,fd_view,1,17,66.8,desktop,5,0,google_ads
U00074,2025-07-26 05:04:46,details,1,53,30.4,desktop,5,0,google_ads
U00074,2025-07-26 05:04:39,kyc,1,152,49.4,desktop,5,0,google_ads
U00074,2025-07-27 08:04:00,landing,2,29,50.4,desktop,8,0,google_ads
U00074,2025-07-27 08:04:27,fd_view,2,17,61.9,desktop,8,0,google_ads
U00075,2025-07-16 02:25:00,landing,1,5,58.5,mobile,2,1,direct
U00075,2025-07-16 02:25:14,fd_view,1,3,69.5,mobile,2,1,direct
U00075,2025-07-16 02:25:25,details,1,37,54.0,mobile,2,1,direct
U00076,2025-07-15 00:44:00,landing,1,21,13.8,desktop,0,1,organic
U00076,2025-07-15 00:44:05,fd_view,1,21,70.7,desktop,0,1,organic
U00076,2025-07-15 00:44:43,details,1,17,30.9,desktop,0,1,organic
U00076,2025-07-15 00:44:58,kyc,1,136,92.8,desktop,0,1,organic
U00076,2025-07-15 00:45:37,deposit,1,218,92.9,desktop,0,1,organic
U00076,2025-07-19 00:44:00,landing,2,11,11.1,desktop,0,0,organic
U00076,2025-07-19 00:44:13,fd_view,2,5,77.6,desktop,0,0,organic
U00076,2025-07-20 23:44:00,landing,3,36,33.5,desktop,23,0,organic
U00077,2025-07-03 02:32:00,landing,1,100,19.1,tablet,2,1,social_media
U00077,2025-07-03 02:32:10,fd_view,1,59,66.7,tablet,2,1,social_media
U00077,2025-07-04 04:32:00,landing,2,75,38.6,tablet,4,1,social_media
U00077,2025-07-04 04:32:29,fd_view,2,12,87.4,tablet,4,1,social_media
U00077,2025-07-04 04:32:17,details,2,57,91.7,tablet,4,1,social_media
U00077,2025-07-04 04:32:46,kyc,2,46,44.6,tablet,4,1,social_media
U00078,2025-07-26 04:16:00,landing,1,6,31.3,mobile,4,0,organic
U00078,2025-07-28 06:16:00,landing,2,31,32.3,tablet,6,1,organic
U00079,2025-07-12 23:15:00,landing,1,17,29.4,mobile,23,0,google_ads
