customer_id,age,city_tier,income_bracket,num_fds_booked,avg_fd_amount,avg_tenor_months,days_since_registration,platform_sessions,support_tickets,interest_rate_pref,last_login_days,platform_id,churned
CUST_0060,22,2,>15L,4,18077,24,51,9,1,7.5,19,PLT_13,0
CUST_0061,48,2,7-15L,3,44417,24,18,11,0,9.0,4,PLT_04,0
CUST_0062,37,1,3-7L,6,13394,36,99,14,1,7.5,0,PLT_06,0
CUST_0063,35,3,>15L,4,34481,12,444,7,3,7.5,12,PLT_03,0
CUST_0064,70,2,<3L,1,20038,6,231,5,0,8.5,27,PLT_02,0
CUST_0065,41,1,<3L,1,88448,6,304,9,1,7.0,69,PLT_13,1
CUST_0066,28,2,>15L,1,84976,24,369,11,0,7.5,28,PLT_07,0
CUST_0067,32,1,3-7L,3,47074,12,647,7,0,8.0,12,PLT_08,0
CUST_0068,51,3,<3L,1,13095,6,259,5,0,8.0,14,PLT_09,0
CUST_0069,39,1,<3L,3,49527,12,168,14,0,8.0,26,PLT_11,0
CUST_0070,22,3,>15L,2,77878,12,81,14,1,8.0,0,PLT_12,0
CUST_0071,49,3,3-7L,2,114528,12,36,9,0,7.5,45,PLT_10,1
CUST_0072,29,1,7-15L,2,243463,24,208,12,0,8.0,11,PLT_13,0
CUST_0073,60,1,<3L,1,146502,12,951,10,2,8.0,45,PLT_08,1
CUST_0074,50,3,7-15L,4,68310,36,113,12,1,8.5,21,PLT_02,0
CUST_0075,32,3,7-15L,3,47658,12,231,8,0,8.0,2,PLT_03,0
CUST_0076,53,3,3-7L,1,33045,24,123,10,1,8.0,2,PLT_15,1
CUST_0077,38,3,3-7L,1,177110,36,101,8,0,8.0,6,PLT_01,0
CUST_0078,48,1,<3L,4,68409,36,95,11,0,7.5,4,PLT_01,0
CUST_0079,43,2,>15L,1,99154,3,126,9,0,7.5,8,PLT_15,0
CUST_0080,27,1,7-15L,1,37340,6,82,8,0,8.5,13,PLT_06,1
CUST_0081,30,3,>15L,5,22187,12,248,14,0,7.5,8,PLT_03,0
CUST_0082,50,2,3-7L,2,43465,12,373,10,1,8.0,0,PLT_04,0
CUST_0083,33,2,7-15L,1,46988,12,386,7,0,7.0,55,PLT_10,0
CUST_0084,33,1,7-15L,4,69802,36,46,9,0,8.5,8,PLT_12,0
CUST_0085,26,2,7-15L,3,33191,6,407,8,1,9.0,28,PLT_08,0
CUST_0086,43,2,>15L,7,61082,12,75,10,1,8.0,1,PLT_05,0
CUST_0087,62,3,3-7L,2,153608,6,66,10,1,8.0,24,PLT_12,0
CUST_0088,25,2,<3L,3,15703,24,233,10,1,8.0,2,PLT_14,1
CUST_0089,38,3,7-15L,1,11009,36,65,6,1,8.5,17,PLT_11,1
CUST_0090,54,2,7-15L,1,162223,12,9,12,0,7.0,16,PLT_06,0
CUST_0091,37,1,3-7L,4,18566,6,84,6,2,8.0,36,PLT_09,0
CUST_0092,43,3,<3L,2,44176,24,230,4,1,8.0,5,PLT_14,1
CUST_0093,25,3,3-7L,1,97419,12,71,14,2,8.0,1,PLT_11,0
CUST_0094,43,2,3-7L,1,57103,12,178,13,0,7.5,29,PLT_11,0
CUST_0095,35,3,3-7L,2,56464,24,194,9,0,7.5,6,PLT_02,0
CUST_0096,49,2,7-15L,4,63444,36,238,10,0,8.5,3,PLT_03,0
CUST_0097,52,2,7-15L,5,449086,12,409,4,1,7.0,9,PLT_05,0
CUST_0098,69,2,<3L,2,248823,12,101,8,1,8.0,2,PLT_02,0
CUST_0099,44,1,3-7L,2,34372,6,32,4,0,8.0,5,PLT_08,0
CUST_0100,41,1,3-7L,3,138789,12,69,6,0,7.5,7,PLT_02,0
CUST_0101,40,1,<3L,4,89716,12,101,11,1,8.0,4,PLT_04,0
CUST_0102,33,2,7-15L,1,58946,12,225,5,1,8.5,8,PLT_14,0
CUST_0103,42,2,>15L,2,28960,3,7,11,1,8.0,7,PLT_03,0
CUST_0104,34,2,3-7L,2,85913,6,68,7,1,8.5,22,PLT_04,0
CUST_0105,40,3,7-15L,4,46871,6,272,12,1,8.0,37,PLT_04,0
CUST_0106,53,1,>15L,2,44194,12,200,5,0,8.0,1,PLT_06,0
CUST_0107,25,2,7-15L,2,32413,12,236,3,0,8.0,25,PLT_10,0
CUST_0108,51,3,<3L,2,133233,12,300,8,1,9.0,40,PLT_12,1
CUST_0109,53,1,>15L,2,32396,12,275,9,1,8.0,17,PLT_12,0
CUST_0110,36,1,3-7L,3,32554,12,206,6,0,8.0,84,PLT_10,0
CUST_0111,22,1,3-7L,1,111563,24,104,5,0,8.0,6,PLT_10,0
CUST_0112,30,1,<3L,3,53345,12,739,5,1,8.0,26,PLT_09,0
CUST_0113,53,3,3-7L,2,54505,36,151,9,1,7.5,16,PLT_03,0
CUST_0114,37,3,<3L,2,136805,12,40,7,1,7.0,5,PLT_01,1
CUST_0115,26,2,<3L,4,171263,12,62,6,1,8.5,18,PLT_14,0
CUST_0116,31,3,3-7L,1,10913,3,212,9,0,7.5,10,PLT_08,0
CUST_0117,48,3,7-15L,4,54013,12,465,10,0,8.0,3,PLT_07,0
CUST_0118,44,1,>15L,2,19375,24,35,6,0,9.0,2,PLT_02,0
CUST_0119,35,3,3-7L,2,43939,36,15,8,1,8.0,18,PLT_05,0
CUST_0120,33,2,>15L,1,59552,36,383,6,0,7.0,18,PLT_12,0
CUST_0121,33,3,>15L,2,45076,6,444,3,0,8.5,11,PLT_12,0
CUST_0122,26,3,7-15L,3,26364,12,58,11,0,7.5,10,PLT_10,0
CUST_0123,57,2,<3L,2,25316,12,85,5,0,8.0,2,PLT_04,0
CUST_0124,34,1,7-15L,1,107189,12,194,7,0,8.0,8,PLT_09,0
CUST_0125,52,1,>15L,1,204402,6,72,13,0,7.5,30,PLT_04,0
CUST_0126,56,2,7-15L,4,11517,24,377,7,0,7.5,28,PLT_05,0
CUST_0127,49,3,3-7L,2,46069,36,20,5,0,7.5,16,PLT_08,0
CUST_0128,32,3,3-7L,1,107534,12,7,5,0,7.0,89,PLT_03,0
CUST_0129,42,1,7-15L,4,58332,6,42,3,1,7.5,33,PLT_06,0
CUST_0130,37,2,3-7L,1,24564,6,60,5,3,9.0,2,PLT_06,0
CUST_0131,27,2,<3L,2,40854,12,21,9,0,8.0,7,PLT_14,1
CUST_0132,41,1,3-7L,3,76245,12,12,7,1,8.5,2,PLT_07,0
CUST_0133,23,1,7-15L,3,46828,36,253,10,0,8.0,9,PLT_09,0
CUST_0134,52,2,>15L,2,57619,12,32,6,0,8.0,22,PLT_11,0
CUST_0135,32,3,<3L,2,58963,12,441,10,2,7.5,2,PLT_03,1
CUST_0136,40,2,>15L,3,39362,12,82,11,2,7.5,31,PLT_13,1
CUST_0137,41,2,3-7L,4,115065,3,199,8,2,8.0,12,PLT_14,0
CUST_0138,34,3,7-15L,5,40864,36,45,11,1,8.5,20,PLT_05,0
CUST_0139,45,2,7-15L,2,26785,12,49,7,2,7.0,0,PLT_05,1
CUST_0140,32,3,7-15L,2,356365,36,153,10,0,8.0,1,PLT_05,0
CUST_0141,48,3,>15L,1,56261,12,148,7,2,7.0,14,PLT_06,1
CUST_0142,22,1,3-7L,3,10000,24,263,8,1,8.0,27,PLT_01,0
CUST_0143,39,2,>15L,2,163373,3,255,9,0,8.0,31,PLT_15,1
CUST_0144,61,2,<3L,3,162953,12,199,5,1,8.5,17,PLT_13,0
CUST_0145,25,1,7-15L,3,86313,24,107,7,1,7.5,3,PLT_09,0
CUST_0146,29,1,7-15L,1,99241,24,398,13,0,7.5,3,PLT_12,0
CUST_0147,44,2,7-15L,2,336985,24,175,4,1,8.0,31,PLT_03,0
CUST_0148,40,2,3-7L,1,27715,6,832,9,0,9.0,1,PLT_06,0
CUST_0149,42,1,>15L,4,66608,36,308,9,1,8.0,17,PLT_04,0
CUST_0150,43,1,<3L,1,289457,36,8,7,0,8.0,11,PLT_07,0
CUST_0151,45,3,<3L,3,342920,3,69,9,0,8.0,8,PLT_08,0
CUST_0152,51,1,7-15L,2,44673,36,152,8,2,7.0,8,PLT_04,1
CUST_0153,42,1,3-7L,1,298976,6,230,6,0,8.5,43,PLT_10,1
CUST_0154,35,2,7-15L,2,113789,12,143,7,0,7.5,29,PLT_06,0
CUST_0155,46,3,3-7L,3,198029,12,277,8,1,8.5,30,PLT_12,1
CUST_0156,60,1,<3L,1,110841,36,59,12,1,8.0,7,PLT_12,0
CUST_0157,36,2,7-15L,6,76447,6,36,2,0,8.0,1,PLT_10,0
CUST_0158,26,3,3-7L,1,350638,12,9,8,1,7.0,92,PLT_14,0
CUST_0159,51,1,<3L,2,39226,12,153,6,1,8.5,2,PLT_07,1
CUST_0160,36,3,7-15L,3,274258,12,210,5,0,7.5,10,PLT_12,0
CUST_0161,22,2,3-7L,3,311312,12,71,6,0,8.0,4,PLT_10,0
CUST_0162,48,2,7-15L,4,178160,6,171,8,0,8.5,10,PLT_07,0
CUST_0163,31,2,3-7L,2,56535,24,9,12,0,8.0,5,PLT_09,0
CUST_0164,36,2,7-15L,1,72805,36,18,7,1,8.0,34,PLT_08,0
CUST_0165,41,1,7-15L,3,21593,24,217,7,1,9.0,51,PLT_03,1
CUST_0166,40,3,7-15L,3,41686,24,82,5,0,7.5,7,PLT_13,0
CUST_0167,46,2,<3L,5,98377,12,200,7,0,9.0,1,PLT_04,0
CUST_0168,32,1,7-15L,2,19122,12,320,6,1,7.5,16,PLT_15,0
CUST_0169,44,1,7-15L,1,47177,12,344,12,0,8.0,7,PLT_09,0
CUST_0170,34,2,7-15L,1,283753,3,34,11,0,7.5,63,PLT_11,0
CUST_0171,46,2,3-7L,1,52918,36,119,3,0,7.0,1,PLT_07,0
CUST_0172,45,1,>15L,2,136885,6,238,12,0,7.5,1,PLT_07,0
CUST_0173,26,2,7-15L,2,94202,36,267,2,0,7.0,18,PLT_15,0
CUST_0174,51,1,<3L,4,46809,3,276,10,0,9.0,21,PLT_01,0
CUST_0175,31,2,3-7L,3,52889,24,46,8,0,8.5,9,PLT_02,0
CUST_0176,47,1,>15L,3,68424,6,38,5,2,7.0,4,PLT_15,0
CUST_0177,42,2,<3L,2,11604,3,160,10,0,7.5,5,PLT_01,0
CUST_0178,60,2,>15L,1,127717,24,243,7,0,8.0,6,PLT_15,0
CUST_0179,35,3,7-15L,2,54464,6,69,4,1,8.0,3,PLT_04,1
CUST_0180,33,1,7-15L,2,131338,24,19,13,0,8.5,28,PLT_04,0
CUST_0181,37,2,3-7L,3,81679,12,227,12,5,8.0,1,PLT_14,0
CUST_0182,34,1,<3L,1,52572,6,64,8,0,8.0,7,PLT_05,0
CUST_0183,47,3,>15L,1,70125,36,32,12,2,8.0,20,PLT_05,0
CUST_0184,22,3,3-7L,3,70314,12,28,4,0,8.0,0,PLT_12,1
CUST_0185,25,1,7-15L,2,195038,24,68,7,0,7.5,31,PLT_01,1
CUST_0186,25,2,3-7L,3,62951,12,161,6,1,8.0,18,PLT_15,0
CUST_0187,49,3,<3L,3,75397,12,79,12,0,7.0,1,PLT_07,0
CUST_0188,58,2,<3L,4,21817,12,7,8,0,8.0,33,PLT_06,0
CUST_0189,36,2,3-7L,3,57662,6,18,8,1,8.0,10,PLT_08,0
CUST_0190,35,1,>15L,2,191654,12,61,9,0,8.5,15,PLT_14,0
CUST_0191,38,1,3-7L,5,84377,12,194,9,0,7.5,32,PLT_15,0
CUST_0192,51,3,3-7L,3,25214,12,18,3,0,8.0,31,PLT_15,1
CUST_0193,26,3,3-7L,4,27472,12,148,5,0,7.5,7,PLT_04,1
CUST_0194,40,2,3-7L,2,33083,12,22,6,0,8.0,4,PLT_01,0
CUST_0195,49,2,3-7L,5,133213,3,42,8,0,8.5,4,PLT_12,0
CUST_0196,44,2,>15L,3,120720,12,34,15,0,8.5,21,PLT_03,0
CUST_0197,40,3,3-7L,3,10000,12,12,4,0,9.0,39,PLT_09,0
CUST_0198,50,3,3-7L,3,56100,3,200,12,0,9.0,1,PLT_10,0
CUST_0199,22,3,<3L,4,67380,6,112,6,1,8.5,0,PLT_07,1
CUST_0200,46,3,>15L,3,27730,3,320,10,0,7.5,25,PLT_02,0
CUST_0201,30,2,<3L,2,43810,36,18,11,0,7.5,7,PLT_15,0
CUST_0202,22,1,<3L,4,173650,24,28,3,0,8.0,4,PLT_15,1
CUST_0203,44,1,7-15L,3,83039,3,65,10,0,9.0,3,PLT_13,0
CUST_0204,54,3,3-7L,2,40148,3,261,10,0,8.0,6,PLT_03,0
CUST_0205,36,2,3-7L,2,51542,24,65,6,1,7.5,53,PLT_02,1
CUST_0206,49,1,3-7L,4,49896,12,94,2,0,9.0,56,PLT_15,0
CUST_0207,57,1,7-15L,1,75024,24,64,7,1,8.0,6,PLT_04,0
CUST_0208,53,2,<3L,2,19076,36,15,4,1,8.0,49,PLT_02,1
CUST_0209,57,1,7-15L,3,35038,12,504,14,0,8.5,5,PLT_04,0
CUST_0210,46,1,7-15L,1,137079,6,143,15,0,8.5,28,PLT_11,0
CUST_0211,38,2,3-7L,1,56497,24,279,7,0,8.5,3,PLT_14,1
CUST_0212,22,2,3-7L,6,30335,36,193,11,1,8.5,26,PLT_14,0
CUST_0213,35,2,3-7L,1,31353,12,129,7,0,8.0,6,PLT_14,0
CUST_0214,27,1,7-15L,4,106582,12,16,11,0,8.0,3,PLT_07,0
CUST_0215,64,3,3-7L,1,39567,12,185,9,0,8.0,40,PLT_13,0
CUST_0216,35,1,3-7L,1,90104,12,30,11,1,8.5,3,PLT_08,0
CUST_0217,39,2,3-7L,3,36262,24,96,8,1,8.0,72,PLT_14,1
CUST_0218,44,3,>15L,5,24246,36,178,8,0,7.5,1,PLT_10,0
CUST_0219,38,2,3-7L,2,72806,12,274,12,0,8.0,0,PLT_13,0
CUST_0220,58,3,>15L,3,55386,24,207,3,0,8.0,30,PLT_06,1
CUST_0221,30,2,3-7L,4,103579,6,200,11,0,7.0,13,PLT_14,0
CUST_0222,40,2,<3L,1,121455,6,29,13,0,8.5,8,PLT_11,0
CUST_0223,29,1,<3L,1,44964,12,76,4,1,7.5,1,PLT_09,0
CUST_0224,22,2,3-7L,2,79153,6,7,7,0,7.5,12,PLT_06,0
CUST_0225,30,1,<3L,2,43868,12,228,12,0,7.5,7,PLT_11,0
CUST_0226,37,1,<3L,1,99401,6,548,8,0,8.0,9,PLT_11,0
CUST_0227,32,3,>15L,1,72166,24,55,7,0,7.5,14,PLT_15,0
CUST_0228,29,2,7-15L,2,36349,24,16,14,0,8.0,15,PLT_03,0
CUST_0229,22,3,7-15L,2,33993,12,116,8,0,9.0,48,PLT_01,0
CUST_0230,37,2,<3L,3,74230,6,349,6,0,8.5,15,PLT_09,0
CUST_0231,22,3,<3L,3,151714,12,144,8,2,8.5,6,PLT_03,1
CUST_0232,47,2,<3L,2,123135,36,8,9,1,8.0,5,PLT_01,0
CUST_0233,38,2,7-15L,2,28158,12,658,6,1,8.5,9,PLT_12,1
CUST_0234,22,2,>15L,3,30629,3,317,5,2,8.5,4,PLT_11,0
CUST_0235,34,1,3-7L,1,34462,3,25,10,1,9.0,7,PLT_14,0
CUST_0236,28,3,<3L,2,37151,12,458,10,0,7.0,27,PLT_02,0
CUST_0237,41,1,3-7L,3,13998,6,107,6,1,7.0,29,PLT_12,0
CUST_0238,54,1,3-7L,3,112649,24,83,13,0,7.5,14,PLT_03,0
CUST_0239,22,2,3-7L,4,41576,24,111,5,0,9.0,13,PLT_08,0
CUST_0240,39,1,7-15L,3,86652,6,323,7,1,8.0,8,PLT_08,0
CUST_0241,36,3,7-15L,1,46508,12,193,6,1,8.0,15,PLT_02,0
CUST_0242,46,3,<3L,1,58784,6,10,19,0,8.0,24,PLT_15,1
CUST_0243,40,3,<3L,3,34608,36,568,5,0,8.5,20,PLT_06,0
CUST_0244,28,2,>15L,3,58535,12,28,11,2,9.0,0,PLT_02,0
CUST_0245,34,1,<3L,1,29822,12,246,11,0,8.5,19,PLT_13,0
CUST_0246,28,3,<3L,2,58884,12,181,8,0,8.5,19,PLT_07,1
CUST_0247,50,2,<3L,4,192101,12,37,13,0,8.0,1,PLT_13,0
CUST_0248,38,3,<3L,1,90806,12,33,4,0,8.0,2,PLT_15,0
CUST_0249,60,3,3-7L,4,75572,12,367,9,3,8.5,23,PLT_10,0
CUST_0250,37,3,7-15L,3,20831,12,97,12,0,8.5,12,PLT_11,1
CUST_0251,29,1,3-7L,4,94259,12,191,11,0,8.0,25,PLT_11,0
CUST_0252,22,2,3-7L,1,101881,6,126,6,1,7.0,3,PLT_03,0
CUST_0253,22,3,7-15L,2,74206,6,233,3,1,7.0,0,PLT_08,1
CUST_0254,22,2,3-7L,6,71070,12,117,6,1,7.5,2,PLT_03,0
CUST_0255,41,1,>15L,4,53522,12,60,5,1,8.0,9,PLT_10,0
CUST_0256,44,2,>15L,3,100661,12,81,8,1,8.0,11,PLT_06,0
CUST_0257,22,3,<3L,1,183067,36,352,7,0,9.0,29,PLT_01,1
CUST_0258,48,2,7-15L,1,77996,3,113,4,0,8.0,18,PLT_08,0
CUST_0259,32,2,3-7L,1,27518,6,43,5,0,7.5,69,PLT_07,0
CUST_0260,39,1,>15L,3,29255,6,490,11,1,7.5,1,PLT_01,0
CUST_0261,57,2,3-7L,1,107043,12,286,16,1,8.5,2,PLT_14,0
CUST_0262,48,3,>15L,4,27698,12,10,11,0,8.0,1,PLT_14,0
CUST_0263,34,1,7-15L,3,70322,24,1000,7,0,8.0,11,PLT_07,0
CUST_0264,27,2,<3L,1,45413,6,213,17,0,8.0,4,PLT_11,0
CUST_0265,22,3,3-7L,3,25392,12,31,9,1,7.5,17,PLT_05,0
CUST_0266,29,3,>15L,3,116519,24,48,10,1,7.0,2,PLT_02,0
CUST_0267,35,2,>15L,1,105389,36,212,10,0,8.0,1,PLT_01,0
CUST_0268,26,3,<3L,3,20241,36,272,7,0,8.0,9,PLT_14,1
CUST_0269,36,2,7-15L,3,88005,24,49,14,1,8.0,7,PLT_02,0
CUST_0270,38,1,3-7L,3,78292,36,53,10,0,8.0,26,PLT_13,0
CUST_0271,35,3,<3L,3,117004,6,66,7,0,9.0,27,PLT_06,1
CUST_0272,30,3,3-7L,1,68420,6,164,10,1,8.5,1,PLT_02,0
CUST_0273,40,3,<3L,3,187487,3,33,8,0,8.0,25,PLT_13,0
CUST_0274,43,3,7-15L,2,54104,24,19,17,1,8.0,12,PLT_06,0
CUST_0275,24,2,3-7L,1,48161,36,204,8,0,8.0,10,PLT_13,1
CUST_0276,54,2,7-15L,3,27451,6,271,6,1,7.5,1,PLT_15,0
CUST_0277,36,3,<3L,1,28363,12,125,10,1,9.0,20,PLT_12,1
CUST_0278,38,2,3-7L,1,26381,24,81,4,0,8.0,0,PLT_08,0
CUST_0279,46,3,<3L,2,71304,36,101,9,2,9.0,4,PLT_08,1
CUST_0280,40,3,<3L,1,48277,12,88,9,0,9.0,1,PLT_06,1
CUST_0281,49,3,<3L,1,78007,36,579,11,0,8.0,11,PLT_05,1
CUST_0282,41,2,<3L,2,22756,12,263,10,0,7.5,15,PLT_04,1
CUST_0283,30,2,3-7L,3,30195,12,41,11,0,8.0,33,PLT_14,0
CUST_0284,42,1,3-7L,1,29791,12,87,10,0,8.0,19,PLT_06,0
CUST_0285,24,2,3-7L,2,339563,12,141,5,0,8.5,48,PLT_13,0
CUST_0286,39,1,3-7L,4,52441,3,170,9,1,7.0,21,PLT_15,0
CUST_0287,37,2,>15L,2,56778,24,113,5,2,8.0,5,PLT_05,0
CUST_0288,35,2,>15L,3,56276,24,299,4,1,9.0,11,PLT_10,1
CUST_0289,36,1,3-7L,5,207370,24,262,10,1,9.0,9,PLT_15,0
CUST_0290,22,2,3-7L,4,16470,12,126,15,0,7.5,12,PLT_15,0
CUST_0291,31,1,<3L,1,57072,12,346,1,2,8.5,12,PLT_04,0
CUST_0292,39,1,>15L,3,16347,12,250,13,1,7.5,18,PLT_06,0
CUST_0293,39,3,<3L,3,10000,3,271,10,1,8.5,1,PLT_09,0
CUST_0294,25,2,3-7L,4,33276,12,563,6,1,7.5,20,PLT_09,0
CUST_0295,53,1,3-7L,2,83260,6,55,7,0,9.0,2,PLT_08,0
CUST_0296,27,2,3-7L,1,31627,3,56,7,1,8.0,0,PLT_10,0
CUST_0297,49,3,<3L,1,82175,24,395,8,1,8.0,10,PLT_01,0
CUST_0298,43,1,7-15L,3,65197,3,266,11,1,7.5,13,PLT_09,0
CUST_0299,30,2,<3L,2,53570,36,469,10,0,7.5,0,PLT_05,0
CUST_0300,59,1,7-15L,3,164714,12,11,6,0,8.0,10,PLT_11,0
CUST_0301,23,1,<3L,4,37166,36,177,7,1,8.5,11,PLT_03,0
CUST_0302,49,2,<3L,1,81188,3,28,8,0,8.5,0,PLT_08,0
CUST_0303,50,2,>15L,2,14150,12,126,15,1,8.5,18,PLT_08,0
CUST_0304,29,2,<3L,1,64797,12,30,10,0,8.5,3,PLT_09,0
CUST_0305,54,3,7-15L,3,48738,24,24,10,0,9.0,23,PLT_02,0
CUST_0306,34,3,3-7L,3,23253,12,7,12,0,8.5,5,PLT_10,0
CUST_0307,41,2,<3L,2,82355,6,179,8,0,7.5,9,PLT_04,0
CUST_0308,41,2,>15L,1,33151,24,80,10,0,8.5,33,PLT_10,0
CUST_0309,36,3,<3L,4,239365,12,20,11,1,8.0,24,PLT_02,0
CUST_0310,47,1,>15L,2,10000,3,70,5,0,9.0,22,PLT_13,0
CUST_0311,47,2,<3L,1,73028,12,33,7,0,8.0,2,PLT_13,0
CUST_0312,22,1,>15L,3,61954,12,511,13,1,7.5,0,PLT_06,0
CUST_0313,53,1,<3L,5,47825,6,69,4,0,7.5,13,PLT_01,0
CUST_0314,22,3,3-7L,4,39207,12,73,4,1,8.0,7,PLT_14,1
CUST_0315,50,3,7-15L,5,63253,3,329,7,0,7.5,35,PLT_10,1
CUST_0316,51,2,>15L,4,140049,12,187,7,1,9.0,6,PLT_03,0
CUST_0317,24,2,>15L,1,15713,24,222,9,0,7.5,7,PLT_02,0
CUST_0318,33,1,7-15L,2,31420,12,181,9,0,7.5,11,PLT_07,0
CUST_0319,24,1,>15L,1,25841,12,526,5,2,7.0,23,PLT_08,1
CUST_0320,35,1,<3L,2,24888,3,41,11,0,7.5,4,PLT_02,0
CUST_0321,34,2,3-7L,4,78763,6,812,11,0,8.0,42,PLT_09,0
CUST_0322,47,3,3-7L,1,95939,6,319,6,1,8.0,11,PLT_11,0
CUST_0323,53,2,3-7L,4,140376,12,160,8,0,7.5,27,PLT_01,0
CUST_0324,54,1,3-7L,4,97156,12,195,11,1,7.0,11,PLT_02,0
